missing_col,col2,col3,outliers_col,outliers_col2,categorical_col,binary_col,ordinal_col,text_col
71,65,0.517128398,-57,1.782721401,dog,1,bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
72,20,1.457771251,-92,0.894416743,cat,0,very bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
81,87,0.503186341,-82,0.652087121,mouse,0,very bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
15,71,0.922793293,52,0.579927065,elephant,0,bad,"
In a hole in the ground there lived a hobbit."
76,30,1.253120723,-72,2.074865387,cat,0,bad,"
In a hole in the ground there lived a hobbit."
44,10,8.302385848,77,0.604467603,elephant,0,normal,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
73,37,1.154431293,2,0.140647396,mouse,0,normal,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
23,99,2.125234965,-38,3.650616318,elephant,1,good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
30,81,1.926096726,1,0.307539243,cat,1,very good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
31,65,1.44190647,576,1.254819954,elephant,0,good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
85,0,2.37571042,-41,0.660614258,cat,0,bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
6,76,1.095539492,-55,0.500264952,cat,0,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
75,65,0.629282077,-18,1.102643843,elephant,1,very good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
76,79,0.090017372,75,1.215124383,cat,1,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
19,25,1.507996546,75,0.572593644,dog,0,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
81,41,0.972867059,-25,0.37489848,cat,0,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
42,29,0.466517055,25,2.139294862,mouse,1,very good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
82,96,1.49784943,-96,1.889865149,elephant,0,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
37,48,0.726685807,-65,1.322785886,dog,1,good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
70,96,1.893568805,51,4.31409854,cat,0,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
,2,0.815806142,84,1.199496969,cat,0,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
46,95,0.443150102,57,0.559204791,cat,1,good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
74,33,4.584232309,78,0.893693116,mouse,0,bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
85,57,0.848586574,31,2.653595136,dog,0,very good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
37,78,0.922886736,36,0.729158389,cat,1,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
48,35,0.288085005,83,0.5439639,elephant,0,very good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
50,49,1.837135003,-41,0.949600588,cat,1,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
70,59,2.999944664,-54,2844.046493,elephant,0,good,"
In a hole in the ground there lived a hobbit."
35,24,1.673090058,79,5.202726853,mouse,0,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
97,54,1.252415256,2,1.473473069,dog,1,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
11,98,0.652406229,-15,3.897463663,cat,0,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
77,67,0.27870374,68,2.003144935,elephant,0,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
53,14,0.44156274,-76,0.768184242,cat,1,bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
,61,1.231445478,97,0.619064672,cat,0,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
,93,0.159072036,39,0.357417592,mouse,0,bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
,51,0.793838506,2,0.693095517,elephant,0,normal,"
In a hole in the ground there lived a hobbit."
,52,1.82493377,54,623.9634429,elephant,1,very good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
73,51,0.631935591,-99,0.824183705,mouse,1,normal,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
55,23,0.684787631,3,1.324458922,cat,1,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
27,23,3.026179792,-95,1.724235889,dog,0,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
42,55,0.205217945,-99,2.238417564,mouse,0,normal,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
33,42,0.551394369,76,0.620744183,dog,1,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
93,26,0.536795812,-18,0.546905711,dog,1,bad,"
In a hole in the ground there lived a hobbit."
70,7,0.860050705,-29,5.947414179,cat,1,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
31,66,0.514647906,65,6.810571921,dog,0,bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
32,94,0.455447992,-9,0.775108899,elephant,1,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
35,94,1.605904528,35,2.78872439,mouse,0,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
83,86,2.708705024,-13,2.251178402,cat,0,bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
60,27,1.470118355,-94,4.251827465,dog,0,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
96,4,3.364260265,93,4.184493197,elephant,1,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
96,44,1.449676064,13,0.794802255,cat,0,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
17,74,5.135185822,35,0.505222411,mouse,0,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
92,74,1.58315264,50,1.429427153,mouse,0,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
94,89,0.306965974,-75,1.457114145,mouse,1,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
47,34,0.255664765,48,0.881934734,dog,1,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
79,26,2.7176796,97,0.695326342,cat,1,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
12,66,1.788564447,-63,0.285993451,dog,1,very bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
40,19,2.512780015,-67,1.932891919,dog,0,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
,33,5.109998955,9,2.526971464,cat,0,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
9,83,4.987856234,78,3.021690033,cat,0,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
52,7,0.669718968,-58,15.38013472,dog,0,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
10,89,0.842533193,14,2.245587175,mouse,1,very good,"
In a hole in the ground there lived a hobbit."
97,68,1.442969952,34,0.686877645,elephant,1,good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
60,76,0.398250553,80,2.246314103,mouse,0,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
42,2,1.001782948,60,0.324254525,mouse,0,bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
,1,0.860598986,-26,0.236245197,dog,0,normal,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
51,65,30.42425571,97,0.118813255,dog,0,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
79,78,1.240034827,-67,1.225069558,dog,1,good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
29,7,0.92807585,68,0.706619203,mouse,0,very bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
40,10,0.63559152,95,0.10653488,mouse,0,very bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
14,44,2.970977422,89,0.485513976,mouse,0,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
14,17,0.60722529,-43,0.142046428,elephant,0,bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
44,33,0.779951837,-13,0.208024205,cat,0,bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
56,14,2.089665566,53,0.585143767,elephant,1,bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
72,43,1.839413977,-60,0.845084958,elephant,1,very good,"
In a hole in the ground there lived a hobbit."
,68,3.395550046,-64,1.103913119,mouse,0,very good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
23,41,1.650798372,57,0.593222402,elephant,1,good,"
In a hole in the ground there lived a hobbit."
79,56,0.666893865,72,0.390289478,dog,0,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
58,88,0.380373988,-64,0.405128755,elephant,0,good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
,11,0.677410271,98,1.942861902,dog,1,good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
5,78,3.58910663,30,1.830354346,elephant,0,normal,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
28,86,0.743050415,195,6.506591795,dog,0,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
63,74,5.008025992,82,1.159589527,elephant,1,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
74,3,1.307152821,14,3398.613428,mouse,1,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
25,56,0.119687941,-57,0.736731336,mouse,0,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
3,90,1.499167894,37,3.499113048,dog,1,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
21,1,0.269771516,47,2.140876294,cat,1,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
5,15,0.223387931,50,2.392737186,cat,1,bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
53,26,2.340989289,71,0.927634734,cat,1,normal,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
50,40,6.699688747,-78,1.723429581,elephant,1,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
,45,1.534169286,-83,0.250115817,mouse,0,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
2,53,1.527850259,-22,1.977440392,elephant,0,very bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
13,0,0.767081058,-13,2.214828951,cat,0,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
23,86,1.163813649,-16,2.672525195,cat,1,good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
31,96,2.23352736,122,0.650797802,mouse,1,very good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
52,88,0.464613879,82,1.232911062,dog,0,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
12,91,0.948317616,47,0.752690265,mouse,0,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
47,10,0.1301202,49,0.848721507,cat,0,good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
,48,0.155803751,77,0.640431256,cat,1,very bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
56,37,0.439174072,42,0.89605794,dog,1,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
3,43,0.208835765,-66,1.434223072,cat,1,good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
26,17,0.391637391,21,0.645856531,cat,0,normal,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
1,61,5.010332683,-5,0.380688036,cat,1,very good,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
39,39,0.818747709,-31,15.0838858,mouse,1,normal,"
In a hole in the ground there lived a hobbit."
7,48,0.513838515,11,0.628099536,mouse,1,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
21,26,1.066301508,-71,1.128223437,dog,1,very bad,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
,46,1.450278986,-17,0.107269603,dog,1,very good,"
In a hole in the ground there lived a hobbit."
12,11,2.37768419,-98,1.039589284,dog,1,very bad,"
In a hole in the ground there lived a hobbit."
41,9,0.898590345,-84,0.486375763,dog,1,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
28,11,1.232814895,-40,8.493803142,mouse,0,very good,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
96,58,0.392128683,-72,2.259606308,cat,1,good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
21,93,2.268142047,-44,0.730606312,dog,1,very bad,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
35,65,1.207044918,-27,0.662826255,dog,1,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
79,94,3.399403786,-4,1.10876896,elephant,0,very good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
31,86,0.456487932,37,1946.695719,dog,1,very good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
70,32,1.576798427,40,0.559450236,elephant,1,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
1,90,0.662949472,-30,4.592250985,cat,1,very good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
28,6,3.017555572,-69,1.247446664,cat,0,normal,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
92,2,0.976705762,26,0.929935682,mouse,1,normal,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
72,94,0.87044712,-28,0.641654613,elephant,1,bad,"
In a hole in the ground there lived a hobbit."
,71,3.11283777,72,1.068699335,cat,1,bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
2,67,0.291964926,-81,0.137443858,dog,1,very good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
6,91,5.238782267,77,3.293361669,cat,0,good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
65,39,0.686541955,-71,0.595762778,cat,0,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
55,28,0.995653885,29,0.318161026,cat,0,very good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
4,55,0.569570877,-24,1.218441524,mouse,0,very bad,"
In a hole in the ground there lived a hobbit."
39,71,0.42100769,-24,0.760156662,elephant,1,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
55,72,0.511649967,53,3.442433181,mouse,0,good,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
99,21,1.476086685,7,14.39981392,elephant,0,very bad,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
86,48,0.668080639,91,0.18479852,cat,0,normal,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
1,53,2.164446896,-89,0.935099109,elephant,1,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
46,10,1.980407626,76,0.448009456,elephant,0,normal,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
37,67,0.193045686,-69,0.202504222,dog,0,normal,"
In a hole in the ground there lived a hobbit."
90,64,2.419816792,-47,3.031426811,elephant,0,very good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
43,69,0.120932166,-76,0.322877823,dog,0,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
,98,0.049090115,-19,1.316743064,elephant,1,normal,"The tunnel wound on and on, going fairly but not quite straight into the side of the hill – The Hill, as all the people for many miles round called it – and many little round doors opened out of it, first on one side and then on another."
26,45,0.610701801,50,0.137566672,mouse,0,very good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
15,16,1.313842014,-32,2.449634574,dog,0,normal,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
1,14,0.332534465,-99,0.244634283,elephant,1,very good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
72,53,0.31453527,-32,0.320126047,dog,1,normal,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
27,32,1.404012112,-100,0.092953789,mouse,0,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
74,15,0.304366333,54,0.919097871,cat,1,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
,14,0.533130535,27,8.749917591,mouse,1,good,"The best rooms were all on the left-hand side (going in), for these were the only ones to have windows, deep-set round windows looking over his garden, and meadows beyond, sloping down to the river."
79,33,0.922805025,92,1.095693408,elephant,0,very good,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
4,49,3.304442018,85,1.439131867,cat,0,good,"
In a hole in the ground there lived a hobbit."
69,22,4.627527772,-47,1.371240361,cat,1,very bad,"He may have lost the neighbours’ respect, but he gained – well, you will see whether he gained anything in the end."
,75,2.396697848,57,874.2785104,cat,0,very bad,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
,16,0.822634588,21,0.232100536,cat,1,normal,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
85,76,1.126807666,-28,1.870123402,dog,1,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
63,46,0.775474115,15,0.333520927,cat,0,very bad,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
20,69,0.253672412,38,11.2634307,cat,0,bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
33,73,0.791711142,13,1.25786206,cat,1,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
23,47,2.759377484,-95,0.755274123,elephant,1,very bad,"This is a story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected."
17,74,1.903820478,-70,2.54702267,elephant,0,very good,"This hobbit was a very well-to-do hobbit, and his name was Baggins."
89,46,1.046716451,59,0.339508515,dog,1,very good,"The Bagginses had lived in the neighbourhood of The Hill for time out of mind, and people considered them very respectable, not only because most of them were rich, but also because they never had any adventures or did anything unexpected: you could tell what a Baggins would say on any question without the bother of asking him."
49,34,0.469029081,-71,0.13227129,elephant,1,bad,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
78,1,0.758375697,9,5.98797447,mouse,0,good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
,23,0.803896293,56,1.814267043,cat,1,very bad,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
36,51,2.201381197,63,2.438219514,mouse,1,normal,"It had a perfectly round door like a porthole, painted green, with a shiny yellow brass knob in the exact middle."
30,57,1.629065562,8,0.681803541,dog,1,good,"No going upstairs for the hobbit: bedrooms, bathrooms, cellars, pantries (lots of these), wardrobes (he had whole rooms devoted to clothes), kitchens, dining-rooms, all were on the same floor, and indeed on the same passage."
1,62,1.003798788,-67,1.005328553,elephant,0,normal,"
In a hole in the ground there lived a hobbit."
35,58,2.96091826,-16,1.729123078,dog,0,normal,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
7,17,0.254114136,41,2.154105819,cat,0,good,"Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat; it was a hobbit-hole, and that means comfort."
95,31,0.357809555,34,2.260751636,dog,0,very good,"The door opened on to a tube-shaped hall like a tunnel: a very comfortable tunnel without smoke, with paneled walls, and floors tiled and carpeted, provided with polished chairs, and lots and lots of pegs for hats and coats – the hobbit was fond of visitors."
